Time,Gap,X,Y,Code
6.7,1.216666667,1416.951211,63.6174446,Code1Medical
9.666666667,2.966666667,1417.879242,69.886386,Fire
10.65,0.983333333,1417.91712,66.5341122,Code3Med
10.85,0.2,1412.026967,50.662895,Code3Med
11.23333333,0.383333333,1417.273181,64.2803236,Code1Medical
15.4,4.166666667,1416.136817,66.0227484,Code3Med
16.11666667,0.716666667,1416.307271,65.2272936,Code3Med
18.38333333,2.266666667,1417.31106,66.0795666,Code3Med
18.6,0.216666667,1417.026969,65.1325966,Hazmat
20.15,1.55,1416.477726,64.8106268,Fire
21.91666667,1.766666667,1417.61409,66.9697184,Transport
9.766666667,11.85,1414.223937,63.8636568,Code3Med
10.05,0.283333333,1416.761817,65.7007786,Code3Med
10.6,0.55,1412.367876,62.2727472,Code3Med
11.75,1.15,1417.61409,65.9848696,Code3Med
14.23333333,2.483333333,1416.723938,66.2879,Code3Med
14.28333333,0.05,1417.026969,64.8485056,Code3Med
17.48333333,3.2,1412.064846,52.1591076,Code3Med
18.13333333,0.65,1414.640604,47.2916818,Code3Trauma
19.91666667,1.783333333,1417.083787,64.109869,MVA
20.16666667,0.25,1417.083787,64.4128994,Code3Med
2.266666667,6.1,1416.061059,64.867445,Code3Med
4.15,1.883333333,1414.223937,63.8636568,Code3Trauma
7.9,3.75,1418.011817,66.7045668,Code3Med
13.16666667,5.266666667,1417.500454,65.909112,MVA
13.95,0.783333333,1417.083787,64.0909296,Code3Med
14.21666667,0.266666667,1415.871665,64.8295662,MVA
14.7,0.483333333,1417.500454,66.9886578,Code3Med
18.13333333,3.433333333,1417.61409,66.9697184,Transport
19.4,1.266666667,1414.981513,62.9924444,Code3Med
21.46666667,2.066666667,1415.436059,65.6439604,Code3Med
1.683333333,4.216666667,1416.951211,64.9432026,StructureFire
2.85,1.166666667,1416.36409,65.0757784,Transport
7.783333333,4.933333333,1414.981513,62.9924444,Other
13.11666667,5.333333333,1417.61409,66.9697184,Transport
14.43333333,1.316666667,1417.197423,64.5265358,Transport
14.9,0.466666667,1416.383029,65.8712332,Code3Trauma
20.91666667,6.016666667,1418.163333,66.7992638,VehicleFire
21.16666667,0.25,1417.91712,66.5341122,Code3Med
23.61666667,2.45,1416.36409,65.0757784,Code1Medical
4.35,4.733333333,1417.61409,66.9697184,Transport
16.7,12.35,1402.576206,62.7651716,MVA
16.73333333,0.033333333,1414.602725,62.594717,MVA
17.71666667,0.983333333,1417.91712,66.5341122,Code3Med
6.766666667,13.05,1418.769393,64.2235054,MVA
9.2,2.433333333,1414.072422,64.0341114,Code3Med
10.45,1.25,1416.496665,65.1704754,Code3Trauma
13.48333333,3.033333333,1420.095151,68.4280522,Code3Trauma
13.71666667,0.233333333,1416.383029,65.4166876,Transport
16.43333333,2.716666667,1416.932272,63.4659294,MVA
16.8,0.366666667,1417.045908,64.1288084,MVA
16.9,0.1,1416.856514,66.193203,Fire
19.45,2.55,1412.045906,64.015172,Code3Med
20.13333333,0.683333333,1416.98909,66.193203,Code3Trauma
21.11666667,0.983333333,1416.894393,63.0492626,Code3Med
21.8,0.683333333,1416.686059,65.9659302,Code3Trauma
22.23333333,0.433333333,1411.780755,63.1439596,Code3Med
1.066666667,2.833333333,1416.174696,64.8485056,Code1Medical
2.983333333,1.916666667,1415.038332,66.193203,Code3Med
4.833333333,1.85,1417.178484,65.909112,Code3Trauma
7.166666667,2.333333333,1417.992878,65.9848696,StructureFire
8.466666667,1.3,1416.231514,63.7121416,MVA
9.016666667,0.55,1416.36409,65.0757784,Transport
10.78333333,1.766666667,1418.977727,64.109869,Code3Med
13.36666667,2.583333333,1417.216363,64.2613842,Code3Med
14.46666667,1.1,1411.894391,62.5757776,Code3Trauma
16.5,2.033333333,1416.894393,62.9924444,StructureFire
18.25,1.75,1416.932272,63.8636568,Fire
20.23333333,1.983333333,1416.174696,64.8485056,Code3Med
23.31666667,3.083333333,1414.337574,66.193203,Code3Med
1.033333333,1.716666667,1418.201211,68.2954764,Code3Med
2.133333333,1.1,1419.735303,73.5416902,Fire
8.533333333,6.4,1414.223937,63.8636568,Code3Trauma
10.25,1.716666667,1419.205,69.696992,Code3Med
12.26666667,2.016666667,1415.776968,64.7916874,Code3Med
14.61666667,2.35,1417.93606,66.3447182,Code3Med
16.63333333,2.016666667,1414.981513,62.9924444,StructureFire
17.21666667,0.583333333,1419.640606,51.6288044,Code3Trauma
17.88333333,0.666666667,1417.61409,66.9697184,Transport
22.13333333,4.25,1414.848938,49.053046,Code3Med
2.7,4.566666667,1416.174696,64.8485056,Transport
3.766666667,1.066666667,1416.515605,64.3560812,StructureFire
6.016666667,2.25,1416.780756,62.9356262,Code3Med
7.416666667,1.4,1415.473938,66.6477486,Code3Med
8.75,1.333333333,1417.91712,66.5341122,Code3Med
10.35,1.6,1414.394392,63.1439596,Code3Med
11.88333333,1.533333333,1416.686059,62.5568382,Code3Med
12.48333333,0.6,1415.776968,64.7916874,Other
15.28333333,2.8,1415.341362,66.0416878,Code3Med
16.65,1.366666667,1416.004241,66.4962334,Code3Med
17.28333333,0.633333333,1414.943635,66.0606272,Code3Med
18.46666667,1.183333333,1417.93606,66.3447182,Code3Med
21.1,2.633333333,1413.466361,61.8182016,MVA
22.08333333,0.983333333,1414.924695,66.0416878,Fire
7.333333333,9.25,1418.106514,69.9242648,Code3Med
7.966666667,0.633333333,1417.29212,66.0795666,Code3Med
12.06666667,4.1,1417.91712,66.5341122,Code3Med
16.56666667,4.5,1415.038332,62.9924444,Code3Med
17.06666667,0.5,1417.879242,66.761385,MVA
22.5,5.433333333,1419.451212,59.4128978,Code1Medical
22.86666667,0.366666667,1417.61409,66.9697184,Transport
23.41666667,0.55,1417.159544,66.098506,Code1Medical
3.233333333,3.816666667,1417.178484,65.909112,Code3Trauma
4.366666667,1.133333333,1416.894393,63.0492626,Code3Med
5.15,0.783333333,1414.223937,63.8636568,Code3Med
6.266666667,1.116666667,1417.93606,66.3447182,Code3Med
9.65,3.383333333,1402.481509,54.7916842,Code3Med
10.18333333,0.533333333,1417.803484,65.9848696,Code3Med
11.6,1.416666667,1417.61409,66.9697184,Transport
11.73333333,0.133333333,1414.621665,63.4659294,Hazmat
12,0.266666667,1415.776968,64.7916874,Code3Med
13.6,1.6,1417.91712,66.5341122,Code3Med
14.46666667,0.866666667,1416.761817,65.2272936,Code3Med
14.96666667,0.5,1416.799696,65.435627,Code3Med
15.28333333,0.316666667,1417.273181,62.3863836,Code1Medical
16.11666667,0.833333333,1417.140605,65.909112,Other
16.46666667,0.35,1412.481513,63.825778,MVA
16.93333333,0.466666667,1419.413333,64.2235054,MVA
17.56666667,0.633333333,1416.250453,64.583354,EMS
20.91666667,3.35,1418.352727,69.1856282,Code3Med
21.86666667,0.95,1400.057266,52.3295622,Code3Med
23.13333333,1.266666667,1414.848938,49.053046,Code3Med
0.866666667,1.733333333,1394.24287,49.9242584,Code3Med
1.683333333,0.816666667,1416.66712,64.0341114,Code3Med
4.433333333,2.75,1418.201211,68.2954764,Code3Trauma
4.45,0.016666667,1417.879242,66.5341122,Code3Med
4.933333333,0.483333333,1417.879242,66.5341122,Code3Med
7.2,2.266666667,1416.97015,63.9962326,Code3Med
8.583333333,1.383333333,1417.91712,66.5341122,Code1Medical
9.25,0.666666667,1417.121666,64.3371418,Code1Medical
11.48333333,2.233333333,1417.026969,64.8485056,Code3Med
12.61666667,1.133333333,1416.174696,64.8485056,Transport
14.53333333,1.916666667,1416.723938,62.689414,Code3Med
14.66666667,0.133333333,1415.625453,65.435627,MVA
15.7,1.033333333,1412.159543,62.8030504,Code3Trauma
17.16666667,1.466666667,1418.504242,64.2424448,MVA
17.2,0.033333333,1412.216361,62.6515352,Code3Med
18.05,0.85,1416.098938,65.0000208,MVA
20.56666667,2.516666667,1419.526969,71.685629,Code3Trauma
23.25,2.683333333,1417.064847,62.5378988,Code3Med
23.86666667,0.616666667,1414.659544,64.6969904,Code3Med
1.05,1.183333333,1416.155756,64.5075964,Hazmat
7.05,6,1416.174696,64.8485056,Code3Trauma
8.233333333,1.183333333,1417.93606,66.3447182,Code3Med
8.466666667,0.233333333,1416.36409,65.0757784,Code3Med
10.9,2.433333333,1417.91712,66.5341122,Code3Med
13.3,2.4,1416.894393,64.8106268,Code3Med
16.13333333,2.833333333,1416.629241,63.8447174,Other
17.53333333,1.4,1414.223937,63.8636568,Code3Trauma
18.68333333,1.15,1416.894393,63.0492626,Code3Med
20.7,2.016666667,1417.216363,64.7159298,Code3Med
21.61666667,0.916666667,1417.178484,66.098506,Fire
22.03333333,0.416666667,1417.121666,64.3182024,StructureFire
4.416666667,6.383333333,1409.072421,74.1098722,Code3Trauma
9.616666667,5.2,1416.36409,65.0757784,Code3Med
12.91666667,3.3,1417.91712,66.5341122,Code3Med
13.08333333,0.166666667,1414.962574,64.867445,Fire
16.2,3.116666667,1416.742878,61.7803228,Other
16.21666667,0.016666667,1417.91712,66.5341122,Transport
19.05,2.833333333,1419.394394,67.23487,Code3Med
21.03333333,1.983333333,1416.420908,64.6212328,Other
21.63333333,0.6,1415.473938,65.814415,Code3Med
1.733333333,4.1,1416.610302,64.5265358,Code3Med
7.4,5.666666667,1416.723938,60.795474,Code3Med
15.18333333,7.783333333,1417.140605,62.1969896,Code1Medical
16.85,1.666666667,1417.557272,65.9848696,Code3Med
20.95,4.1,1413.030755,62.9166868,Code3Med
21.33333333,0.383333333,1416.97015,64.1288084,EMS
7.45,10.11666667,1417.026969,62.5378988,Code3Trauma
7.65,0.2,1408.939845,69.7348708,MVA
8.2,0.55,1414.981513,62.9924444,Code3Med
11.01666667,2.816666667,1417.008029,64.0719902,VehicleFire
14.18333333,3.166666667,1416.496665,66.1553242,Code3Med
14.3,0.116666667,1411.648179,62.8409292,Code3Med
15.61666667,1.316666667,1413.50424,66.7992638,Code3Trauma
15.85,0.233333333,1417.045908,64.867445,Other
17.46666667,1.616666667,1412.083785,62.878808,Code3Med
18,0.533333333,1416.951211,62.405323,Code3Trauma
18.65,0.65,1416.307271,65.056839,Code1Medical
21.76666667,3.116666667,1416.307271,64.7348692,StructureFire
0.533333333,2.766666667,1416.307271,64.8485056,Code3Trauma
3.016666667,2.483333333,1416.66712,64.5265358,StructureFire
4.25,1.233333333,1415.038332,62.9924444,Code3Trauma
6.683333333,2.433333333,1416.477726,64.015172,StructureFire
8.766666667,2.083333333,1417.91712,66.5341122,Transport
9.7,0.933333333,1417.61409,66.9697184,Transport
12.31666667,2.616666667,1415.170907,66.1174454,StructureFire
12.95,0.633333333,1417.633029,65.9848696,Code3Trauma
14.4,1.45,1419.356515,66.8939608,Code3Med
15.21666667,0.816666667,1412.102725,62.8030504,StructureFire
16.05,0.833333333,1414.034543,65.2272936,MVA
16.23333333,0.183333333,1415.947423,65.7386574,Code3Med
18.71666667,2.483333333,1417.254241,65.7575968,Code3Med
19.93333333,1.216666667,1414.811059,47.1022878,Code3Med
21.68333333,1.75,1417.727726,66.8182032,Code3Med
21.71666667,0.033333333,1419.148181,64.2235054,Code3Med
0,2.283333333,1416.496665,65.151536,Code1Medical
5.7,5.7,1416.307271,64.8106268,StructureFire
10.63333333,4.933333333,1415.511817,62.6325958,Code3Med
11.28333333,0.65,1416.66712,64.204566,Fire
14.28333333,3,1420.284545,64.1856266,MVA
14.73333333,0.45,1416.36409,65.0757784,Code3Trauma
18.33333333,3.6,1414.981513,62.9924444,Code3Med
18.41666667,0.083333333,1415.682271,46.5341058,MVA
18.56666667,0.15,1414.981513,62.9924444,Code3Med
21.16666667,2.6,1416.36409,64.6969904,Fire
21.91666667,0.75,1418.23909,66.856082,Other
23.91666667,2,1417.216363,64.299263,MVA
3.483333333,3.566666667,1416.496665,64.7348692,Fire
12.9,9.416666667,1417.91712,66.5341122,Code3Med
14.95,2.05,1417.045908,64.867445,StructureFire
15.96666667,1.016666667,1419.640606,56.2689574,Code3Med
16.15,0.183333333,1416.250453,64.2613842,Code1Medical
20.68333333,4.533333333,1414.223937,63.8636568,Code3Med
23.15,2.466666667,1416.269393,64.3560812,Code3Med
23.26666667,0.116666667,1415.776968,64.3750206,StructureFire
2.466666667,3.2,1417.879242,66.5341122,Code3Trauma
5.6,3.133333333,1417.708787,65.9848696,Code1Medical
7.516666667,1.916666667,1417.235302,66.5530516,Code3Med
7.566666667,0.05,1415.776968,64.3750206,StructureFire
7.916666667,0.35,1418.333787,68.1439612,Code3Med
10.4,2.483333333,1416.856514,66.4583546,Code1Medical
10.48333333,0.083333333,1413.220149,47.8409244,Code3Med
10.91666667,0.433333333,1419.470151,65.0000208,Code3Med
13.65,2.733333333,1415.019392,62.9924444,Transport
14.86666667,1.216666667,1417.557272,66.4015364,Other
15.85,0.983333333,1412.614088,50.3977434,Code3Med
17.06666667,1.216666667,1415.833786,60.3409284,WildlandFire
19.45,2.383333333,1417.178484,65.909112,Code3Trauma
3.85,8.4,1415.776968,64.7916874,Code1Medical
8.666666667,4.816666667,1418.201211,69.7159314,StructureFire
8.95,0.283333333,1417.61409,66.9697184,Transport
9.15,0.2,1417.803484,66.5341122,MVA
9.233333333,0.083333333,1417.235302,62.689414,Code3Med
9.366666667,0.133333333,1417.273181,63.44699,Code3Trauma
12.73333333,3.366666667,1417.803484,65.9848696,Code3Med
22.05,9.316666667,1417.159544,66.3636576,Code3Med
22.11666667,0.066666667,1416.97015,64.1288084,Code3Med
22.31666667,0.2,1417.216363,65.7007786,Code1Medical
3.633333333,5.316666667,1418.333787,68.1439612,Code3Med
5.8,2.166666667,1414.981513,62.9924444,Code3Med
11.26666667,5.466666667,1415.776968,64.7916874,Code3Trauma
12.05,0.783333333,1416.761817,64.0530508,Code3Trauma
12.61666667,0.566666667,1394.24287,49.9242584,Code3Med
13.1,0.483333333,1416.250453,63.8636568,StructureFire
14.68333333,1.583333333,1416.36409,65.0757784,Code3Med
16.3,1.616666667,1417.178484,65.909112,Code1Medical
17.38333333,1.083333333,1417.083787,63.9394144,Fire
23.73333333,6.35,1416.837575,65.2272936,Code3Trauma
7.166666667,7.433333333,1402.78454,54.92426,MVA
8.6,1.433333333,1417.064847,69.9432042,Code3Med
8.633333333,0.033333333,1417.91712,66.5341122,Code3Med
8.733333333,0.1,1416.36409,65.0757784,Code3Med
12.46666667,3.733333333,1416.686059,65.435627,Code3Med
14.63333333,2.166666667,1417.689848,66.3636576,VehicleFire
15.8,1.166666667,1416.818635,66.003809,MVA
16.06666667,0.266666667,1417.91712,66.5341122,Transport
16.21666667,0.15,1417.405757,65.7007786,Code3Med
17.85,1.633333333,1416.951211,64.9432026,Other
20.33333333,2.483333333,1416.913332,63.3333536,Code3Med
20.63333333,0.3,1401.610297,54.4886538,Code3Med
21.83333333,1.2,1417.91712,66.5341122,Code1Medical
1.05,3.216666667,1417.121666,64.1856266,Code3Trauma
1.7,0.65,1416.231514,64.488657,Fire
3.166666667,1.466666667,1416.36409,65.0757784,Code3Trauma
5.883333333,2.716666667,1417.803484,66.7992638,Code3Med
6.033333333,0.15,1414.981513,66.2689606,EMS
8.766666667,2.733333333,1417.348938,65.2083542,Code3Med
10.41666667,1.65,1416.951211,64.9432026,Code3Med
10.48333333,0.066666667,1415.038332,62.9924444,Code3Trauma
11.56666667,1.083333333,1394.24287,49.9242584,Code1Medical
17.33333333,5.766666667,1412.2353,62.878808,Code3Med
0.05,6.716666667,1415.814847,65.0757784,Code3Med
8.9,8.85,1415.246665,66.6856274,Code3Med
10.63333333,1.733333333,1409.678481,63.9962326,MVA
11.25,0.616666667,1414.223937,63.8636568,Code3Trauma
15.66666667,4.416666667,1417.121666,64.015172,Code3Med
18.11666667,2.45,1416.648181,65.0189602,Fire
19.16666667,1.05,1416.36409,65.0757784,Code3Med
21.75,2.583333333,1415.322423,66.382597,Code3Med
22.8,1.05,1415.038332,62.9924444,Code3Med
23.45,0.65,1415.776968,64.7916874,Code3Trauma
0.65,1.2,1417.102726,64.2613842,Code3Med
9.466666667,8.816666667,1417.121666,63.2197172,StructureFire
13.71666667,4.25,1417.405757,66.0795666,Code1Medical
17.4,3.683333333,1413.163331,56.9886546,MVA
17.7,0.3,1410.3603,57.5378972,MVA
18.88333333,1.183333333,1415.776968,64.7916874,Code1Medical
20.38333333,1.5,1419.148181,64.2235054,Code3Med
21.05,0.666666667,1415.038332,62.9924444,Code3Med
4.133333333,7.083333333,1415.795908,65.7575968,StructureFire
6.316666667,2.183333333,1418.807272,70.2462346,Code3Med
8.866666667,2.55,1417.595151,66.1553242,Code3Trauma
10.01666667,1.15,1417.216363,64.2613842,Code3Med
10.36666667,0.35,1414.754241,47.5568334,Code1Medical
10.63333333,0.266666667,1416.269393,64.3560812,Code3Trauma
13.58333333,2.95,1416.420908,64.8485056,Code3Med
13.76666667,0.183333333,1417.91712,66.5341122,Code3Med
17.55,3.783333333,1417.500454,66.9886578,Code3Med
18.56666667,1.016666667,1417.61409,66.9697184,StructureFire
18.78333333,0.216666667,1417.026969,62.5378988,Other
20.4,1.616666667,1416.648181,64.9810814,Code1Medical
22.48333333,2.083333333,1415.322423,66.382597,Code3Med
8.583333333,10.1,1417.91712,66.5341122,Code3Med
8.916666667,0.333333333,1417.557272,66.950779,Code3Med
9.65,0.733333333,1414.735301,47.1212272,Code3Trauma
10.8,1.15,1416.231514,65.814415,Code3Med
13.7,2.9,1419.470151,73.579569,MVA
13.88333333,0.183333333,1417.689848,66.3636576,Code3Med
15.06666667,1.183333333,1414.981513,62.9924444,Code3Trauma
15.96666667,0.9,1416.496665,66.1553242,Code3Med
16.31666667,0.35,1415.133029,50.5303192,Code3Med
16.43333333,0.116666667,1416.704999,62.878808,Code3Med
20.5,4.066666667,1420.114091,71.5530532,Code3Med
20.61666667,0.116666667,1412.216361,62.5568382,Code3Med
21.51666667,0.9,1412.159543,62.878808,Code3Med
23.26666667,1.75,1417.93606,66.3447182,Code1Medical
5.283333333,6.016666667,1416.174696,64.8485056,Code3Med
7.3,2.016666667,1418.163333,66.7992638,Code3Med
11.6,4.3,1415.928483,66.3636576,Code3Med
12.33333333,0.733333333,1417.424696,66.3636576,Code3Med
12.68333333,0.35,1418.163333,66.7992638,Code3Med
13.13333333,0.45,1414.867877,65.3788088,Code3Trauma
16.26666667,3.133333333,1414.754241,47.5568334,Code3Med
19.11666667,2.85,1414.77318,47.4053182,Code3Med
20.41666667,1.3,1417.102726,64.4128994,Code3Trauma
21.83333333,1.416666667,1416.36409,65.0757784,Code3Med
2.666666667,4.833333333,1415.038332,62.9924444,Code3Trauma
5.05,2.383333333,1414.223937,63.8636568,Code3Med
6.616666667,1.566666667,1416.174696,64.8485056,Code1Medical
7.166666667,0.55,1417.405757,61.9886562,Code3Med
10.15,2.983333333,1404.564843,67.0644154,Code3Med
10.3,0.15,1417.91712,66.5341122,Code3Med
10.7,0.4,1418.655757,64.2235054,Fire
10.93333333,0.233333333,1419.640606,56.2689574,Code3Med
10.96666667,0.033333333,1416.894393,64.3371418,Code3Med
11.18333333,0.216666667,1415.776968,64.7916874,Code1Medical
11.33333333,0.15,1417.61409,66.9697184,Transport
12.23333333,0.9,1417.083787,64.4128994,EMS
12.93333333,0.7,1417.61409,66.9697184,Transport
13.23333333,0.3,1415.814847,66.571991,Code3Trauma
13.36666667,0.133333333,1420.095151,68.4280522,MVA
14.6,1.233333333,1416.496665,65.0947178,Code1Medical
14.81666667,0.216666667,1417.670908,68.9015372,Code3Med
16.08333333,1.266666667,1417.178484,64.3182024,MVA
17.55,1.466666667,1416.36409,64.867445,VehicleFire
18.11666667,0.566666667,1414.981513,62.9924444,Code3Med
19.58333333,1.466666667,1416.307271,64.9242632,StructureFire
20.95,1.366666667,1417.159544,66.3636576,Code3Med
21.28333333,0.333333333,1418.314848,66.9697184,Code3Med
21.31666667,0.033333333,1414.621665,63.1060808,Fire
23.4,2.083333333,1415.322423,66.382597,Code3Med
3.716666667,4.316666667,1415.038332,62.9924444,Code1Medical
10.28333333,6.566666667,1417.727726,66.8182032,Code3Trauma
11.06666667,0.783333333,1416.117877,65.34093,Hazmat
11.61666667,0.55,1417.538332,69.791689,Code3Med
12.46666667,0.85,1413.163331,62.4432018,Code3Med
12.75,0.283333333,1416.174696,64.8485056,Code3Med
12.81666667,0.066666667,1417.727726,66.8182032,StructureFire
17.4,4.583333333,1419.148181,64.2235054,Code3Med
18.96666667,1.566666667,1414.981513,62.9924444,Code1Medical
19.73333333,0.766666667,1416.913332,63.3333536,Other
20.8,1.066666667,1415.322423,66.382597,Code3Med
23.23333333,2.433333333,1415.776968,64.5265358,StructureFire
23.61666667,0.383333333,1419.148181,64.2235054,Code3Med
0.266666667,0.65,1418.485302,69.9621436,MVA
2.883333333,2.616666667,1415.871665,63.2007778,Other
3.083333333,0.2,1417.329999,66.5530516,Code3Med
6.416666667,3.333333333,1419.148181,64.2235054,Code3Med
9.1,2.683333333,1416.704999,62.878808,MVA
9.633333333,0.533333333,1418.333787,68.1629006,Code3Med
11.11666667,1.483333333,1418.447424,64.2424448,MVA
11.86666667,0.75,1415.284544,63.6932022,Fire
18,6.133333333,1416.66712,64.5075964,Code3Trauma
18.1,0.1,1413.958786,47.1969848,Code3Med
23.46666667,5.366666667,1417.31106,62.1591108,Code3Med
23.68333333,0.216666667,1416.174696,68.8825978,Code3Med
0.866666667,1.183333333,1416.572423,64.5454752,Code1Medical
3.233333333,2.366666667,1417.443635,64.772748,Code3Trauma
5.716666667,2.483333333,1417.879242,66.5341122,Code3Med
6.866666667,1.15,1414.867877,63.1818384,Code3Med
12.46666667,5.6,1418.769393,64.2235054,Code3Med
13.36666667,0.9,1416.496665,66.193203,MVA
14.3,0.933333333,1404.413328,66.950779,Code3Med
14.55,0.25,1415.739089,63.6932022,MVA
15.41666667,0.866666667,1416.648181,64.3371418,Code3Med
15.83333333,0.416666667,1414.848938,63.5606264,Code3Trauma
16.23333333,0.4,1416.36409,65.0947178,Code1Medical
16.7,0.466666667,1410.928482,59.3182008,Code3Med
19.68333333,2.983333333,1418.314848,66.9697184,Code3Med
19.98333333,0.3,1417.519393,66.2879,StructureFire
0.95,4.966666667,1416.648181,64.3371418,Fire
5.333333333,4.383333333,1414.867877,63.825778,Code3Med
9.816666667,4.483333333,1416.515605,64.3560812,Code1Medical
9.833333333,0.016666667,1417.519393,64.9053238,Code3Med
11.13333333,1.3,1416.818635,64.9053238,Code3Med
11.25,0.116666667,1419.413333,67.4810822,Code3Trauma
11.9,0.65,1412.083785,62.973505,StructureFire
12.73333333,0.833333333,1415.966362,65.8712332,Code1Medical
13.81666667,1.083333333,1415.928483,66.5909304,Code3Trauma
13.83333333,0.016666667,1417.045908,63.9015356,Code3Med
14.01666667,0.183333333,1417.61409,66.9697184,Transport
18.33333333,4.316666667,1416.36409,64.6212328,Code1Medical
18.5,0.166666667,1414.621665,63.1060808,MVA
20.78333333,2.283333333,1415.151968,50.3219858,Code3Med
21.01666667,0.233333333,1417.61409,66.9697184,Transport
21.51666667,0.5,1413.50424,66.7992638,Other
21.71666667,0.2,1417.367878,65.9848696,Code3Med
1.416666667,3.7,1416.913332,63.3333536,Code3Med
2.716666667,1.3,1413.030755,62.8598686,Code3Med
6.716666667,4,1416.496665,65.0947178,StructureFire
8.233333333,1.516666667,1410.587573,48.5606216,Code3Med
13.73333333,5.5,1416.894393,69.1856282,Code3Med
14.88333333,1.15,1417.367878,65.9848696,Code3Trauma
15.16666667,0.283333333,1415.492877,65.5682028,Code3Med
15.25,0.083333333,1416.591362,60.4356254,MVA
18.6,3.35,1416.496665,66.1553242,Code3Med
20.65,2.05,1416.913332,63.3333536,Code3Med
21.46666667,0.816666667,1416.477726,64.3560812,Code3Trauma
21.88333333,0.416666667,1415.322423,66.382597,Code3Med
23,1.116666667,1416.496665,65.056839,Fire
23.13333333,0.133333333,1418.163333,66.7992638,Code3Med
4.666666667,5.533333333,1415.322423,66.382597,Code3Med
5.1,0.433333333,1414.223937,63.8636568,Code3Med
12.91666667,7.816666667,1415.151968,63.6742628,Fire
13.11666667,0.2,1416.951211,64.488657,StructureFire
13.83333333,0.716666667,1416.837575,64.8295662,Code3Trauma
14.43333333,0.6,1409.754239,50.2651676,Code3Med
14.83333333,0.4,1417.216363,64.299263,Other
15.05,0.216666667,1416.856514,62.7462322,Code3Med
17.91666667,2.866666667,1416.66712,65.9469908,MVA
18.51666667,0.6,1418.144393,64.2424448,EMS
3.816666667,9.3,1396.023174,46.4204694,Code3Med
8.75,4.933333333,1416.36409,65.0757784,Transport
8.933333333,0.183333333,1414.981513,62.9924444,Code1Medical
9.3,0.366666667,1417.61409,66.9697184,Transport
11.45,2.15,1417.91712,66.5341122,Code3Med
15.31666667,3.866666667,1416.951211,64.6591116,Code3Med
15.91666667,0.6,1415.928483,54.2235022,MVA
16.18333333,0.266666667,1416.913332,63.1250202,Code3Med
16.6,0.416666667,1416.193635,64.9432026,Code3Med
16.63333333,0.033333333,1417.93606,66.3447182,Code3Med
16.85,0.216666667,1417.898181,68.750022,Code3Med
16.9,0.05,1419.205,69.696992,Code3Med
18.73333333,1.833333333,1410.9853,60.1515344,Code3Trauma
19.41666667,0.683333333,1417.121666,64.015172,Code3Med
21.26666667,1.85,1417.727726,66.8182032,StructureFire
22.1,0.833333333,1415.379241,62.8598686,Code3Trauma
0.05,1.95,1417.879242,66.5341122,Code3Med
0.6,0.55,1415.038332,62.9924444,Code3Med
1.216666667,0.616666667,1416.496665,65.0947178,StructureFire
5.383333333,4.166666667,1415.776968,64.7916874,Code3Med
7.516666667,2.133333333,1415.038332,62.9924444,Code3Trauma
8.7,1.183333333,1419.053484,69.2045676,Code1Medical
11.13333333,2.433333333,1415.776968,65.4924452,Fire
11.56666667,0.433333333,1415.07621,63.068202,Code3Med
13.16666667,1.6,1415.322423,66.2310818,WildlandFire
14.15,0.983333333,1412.064846,60.3030496,Code1Medical
17.35,3.2,1414.867877,66.4962334,Fire
19.5,2.15,1411.515603,48.3712276,Code3Med
19.7,0.2,1416.212574,56.7803212,MVA
20.16666667,0.466666667,1417.91712,66.5341122,Code1Medical
20.45,0.283333333,1416.761817,64.0341114,Code3Med
20.53333333,0.083333333,1414.12924,63.9583538,Code3Med
21.93333333,1.4,1417.31106,62.1591108,Other
22.25,0.316666667,1417.841363,66.5341122,StructureFire
23.85,1.6,1416.66712,62.8030504,Code3Med
0.733333333,0.883333333,1411.742876,63.8636568,MVA
1.333333333,0.6,1416.401968,64.1288084,StructureFire
7.883333333,6.55,1411.989088,62.7083534,Code3Med
8.1,0.216666667,1416.591362,64.2803236,StructureFire
9.65,1.55,1414.981513,62.9924444,Code1Medical
9.783333333,0.133333333,1417.254241,62.9924444,Code3Trauma
12.08333333,2.3,1417.121666,64.3371418,Code3Med
12.26666667,0.183333333,1415.947423,64.3750206,Fire
12.68333333,0.416666667,1416.326211,63.9583538,StructureFire
13.36666667,0.683333333,1417.121666,64.3371418,Code3Med
15.46666667,2.1,1411.004239,60.132595,Code3Trauma
18.26666667,2.8,1415.038332,62.9924444,Code3Trauma
19.36666667,1.1,1415.776968,64.7916874,Code3Med
20.96666667,1.6,1416.98909,66.0606272,Other
21.08333333,0.116666667,1414.659544,64.6969904,Code3Med
0.95,3.866666667,1414.981513,62.9924444,Code1Medical
1.466666667,0.516666667,1416.004241,65.34093,Other
12.55,11.08333333,1412.2353,62.8030504,Code3Med
13.76666667,1.216666667,1417.159544,64.5454752,MVA
16.33333333,2.566666667,1415.739089,63.6553234,StructureFire
21.85,5.516666667,1415.038332,62.9924444,Code3Med
23.71666667,1.866666667,1414.981513,62.9924444,Code3Med
8.65,8.933333333,1413.276967,63.541687,Code3Trauma
10.86666667,2.216666667,1416.66712,64.962142,Code3Trauma
12.78333333,1.916666667,1416.761817,64.867445,Other
13.01666667,0.233333333,1411.780755,62.7651716,Code3Med
