Round,Step,FirstTimeResponse,FullTimeResponse,OverWhelm,NoDispatch,TimeTaken,Cause,CauseRequirement,ActionTaken,exitCode,Emergency_Region,GreedyChoice,Action_Votes,Vehicles_Available,Number_Available,ROOT_OBJ,CONSENSUS_OBJ,ROOT_ACTION,CONSENSUS_ACTION
1,37,394.7368421,394.7368421,TRUE,TRUE,0.902,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,38,394.7368421,394.7368421,TRUE,TRUE,0.907,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,39,394.7368421,394.7368421,TRUE,TRUE,0.933,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,40,394.7368421,394.7368421,TRUE,TRUE,0.935,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,41,394.7368421,394.7368421,TRUE,TRUE,0.955,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,42,394.7368421,394.7368421,TRUE,TRUE,0.975,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,43,394.7368421,394.7368421,TRUE,TRUE,0.989,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,44,394.7368421,394.7368421,TRUE,TRUE,1.014,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,45,394.7368421,394.7368421,TRUE,TRUE,1.176,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,46,394.7368421,394.7368421,TRUE,TRUE,1.194,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,47,394.7368421,394.7368421,TRUE,TRUE,1.201,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,48,394.7368421,394.7368421,TRUE,TRUE,1.175,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,49,394.7368421,394.7368421,TRUE,TRUE,1.101,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,50,394.7368421,394.7368421,TRUE,TRUE,1.124,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,51,394.7368421,394.7368421,TRUE,TRUE,1.103,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,52,394.7368421,394.7368421,TRUE,TRUE,1.101,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,53,394.7368421,394.7368421,TRUE,TRUE,1.15,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,54,394.7368421,394.7368421,TRUE,TRUE,1.145,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,55,394.7368421,394.7368421,TRUE,TRUE,1.152,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,56,394.7368421,394.7368421,TRUE,TRUE,1.158,[$Code3Med],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,57,394.7368421,394.7368421,TRUE,TRUE,1.166,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,58,394.7368421,394.7368421,TRUE,TRUE,1.153,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,59,394.7368421,394.7368421,TRUE,TRUE,1.194,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,60,394.7368421,394.7368421,TRUE,TRUE,1.427,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,61,394.7368421,394.7368421,TRUE,TRUE,1.608,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,62,394.7368421,394.7368421,TRUE,TRUE,1.548,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,63,394.7368421,394.7368421,TRUE,TRUE,2.176,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,64,394.7368421,394.7368421,TRUE,TRUE,2.453,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,65,394.7368421,394.7368421,TRUE,TRUE,2.067,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,66,394.7368421,394.7368421,TRUE,TRUE,2.235,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
1,67,394.7368421,394.7368421,TRUE,TRUE,2.134,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-20.78886199,-20.78886199,[],[]
1,68,394.7368421,394.7368421,TRUE,TRUE,2.086,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-19.94268252,-19.94268252,[],[]
1,69,394.7368421,394.7368421,TRUE,TRUE,3.572,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-16.67231634,-16.67231634,[],[]
1,70,394.7368421,394.7368421,TRUE,TRUE,3.677,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1,[$u1] : 145.1271676867532,,[$u1]:,1,-14.50126253,-14.50126252,[],[]
1,71,3.455567065,3.455567065,FALSE,FALSE,2.838,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.1885258076487517,,[$u1]:,1,-12.81012817,-12.80284769,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,72,394.7368421,394.7368421,TRUE,TRUE,2.643,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-16.02129991,-16.02129991,[],[]
1,73,3.287377592,3.287377592,FALSE,FALSE,2.217,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.08200580833968,,[$u1]:,1,-12.75941909,-12.7562678,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,74,394.7368421,394.7368421,TRUE,TRUE,2.034,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-17.5793909,-17.5793909,[],[]
1,75,394.7368421,394.7368421,TRUE,TRUE,2.493,[$Code3Med],[ $Ambulance=1:],[],2,Region_1,[$u1] : 145.36725692660843,,[$u1]:,1,-17.12611503,-17.12611503,[],[]
1,76,1.664670515,1.664670515,FALSE,FALSE,1.88,[$Code3Trauma],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.054291325897168,,[$u1]:,1,-9.92998748,-9.929987485,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,77,394.7368421,394.7368421,TRUE,TRUE,2.316,[$Code3Med],[ $Ambulance=1:],[],2,Region_1,[$u1] : 146.15762202363305,,[$u1]:,1,-16.47731427,-16.47731427,[],[]
1,78,2.712024494,2.712024494,FALSE,FALSE,2.212,[$Fire],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.7176155128658621,,[$u1]:,1,-13.65760181,-13.65519189,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,79,394.7368421,394.7368421,TRUE,TRUE,2.65,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-17.78103484,-17.78103484,[],[]
1,80,3.410832802,3.410832802,FALSE,FALSE,2.237,[$Fire],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.160194107667486,,[$u1]:,1,-13.46918174,-13.462412,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,81,394.7368421,394.7368421,TRUE,TRUE,2.378,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-16.02878269,-16.02878269,[],[]
1,82,3.234572496,3.234572496,FALSE,FALSE,2.194,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.0485625808552825,,[$u1]:,1,-14.06719206,-14.06139287,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,83,394.7368421,394.7368421,TRUE,TRUE,1.931,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-16.02529902,-16.02529902,[],[]
1,84,1.723185642,1.723185642,FALSE,FALSE,2.02,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.0913509068015514,,[$u1]:,1,-9.530313775,-9.530313782,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,85,3.982653642,3.982653642,FALSE,FALSE,1.971,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.5223473068499587,,[$u1]:,1,-13.27654094,-13.27525347,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,86,394.7368421,394.7368421,TRUE,TRUE,1.833,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-15.81948514,-15.81948514,[],[]
1,87,3.474627214,3.474627214,FALSE,FALSE,1.905,[$Code1Medical],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.200597235709779,,[$u1]:,1,-12.56404893,-12.54934598,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,88,394.7368421,394.7368421,TRUE,TRUE,1.866,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-14.72204024,-14.72204024,[],[]
1,89,3.06623892,3.06623892,FALSE,FALSE,1.984,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.941951315928101,,[$u1]:,1,-14.06696757,-14.06244839,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,90,394.7368421,394.7368421,TRUE,TRUE,1.872,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-16.47915153,-16.47915153,[],[]
1,91,394.7368421,394.7368421,TRUE,TRUE,2.277,[$Code3Med],[ $Ambulance=1:],[],2,Region_1,[$u1] : 145.34830772271664,,[$u1]:,1,-16.21978633,-16.21978633,[],[]
1,92,3.285895848,3.285895848,FALSE,FALSE,2.023,[$Fire],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.0810673701223195,,[$u1]:,1,-12.81519616,-12.8120629,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,93,394.7368421,394.7368421,TRUE,TRUE,1.978,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-17.57365789,-17.57365789,[],[]
1,94,1.829051808,1.829051808,FALSE,FALSE,1.963,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.1583994784274978,,[$u1]:,1,-9.930955325,-9.930955323,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,95,4.32280289,4.32280289,FALSE,FALSE,2.076,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.7377751635368455,,[$u1]:,1,-13.69041053,-13.67264098,[dispatch($u1: $Ambulance);],[]
1,96,394.7368421,394.7368421,TRUE,TRUE,2.002,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-14.72531252,-14.72531252,[],[]
1,97,394.7368421,394.7368421,TRUE,TRUE,2.314,[$Code3Med],[ $Ambulance=1:],[],2,Region_1,[$u1] : 145.15432617688333,,[$u1]:,1,-17.98649243,-17.98557945,[],[]
1,98,3.331174263,3.331174263,FALSE,FALSE,2.385,[$Code3Trauma],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.1097436997205037,,[$u1]:,1,-13.45853417,-13.4571008,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
1,99,394.7368421,394.7368421,TRUE,TRUE,2.552,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-16.67958285,-16.67958285,[],[]
2,0,2.210526316,2.210526316,FALSE,FALSE,0.742,[$Code1Medical],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.3999999999999062,,[$u1]:,1,-13.24252879,-13.24176567,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
2,1,394.7368421,394.7368421,TRUE,TRUE,0.897,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-15.82757661,-15.82757661,[],[]
2,2,2.577716774,2.577716774,FALSE,FALSE,1.05,[$Code3Trauma],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.6325539567361673,,[$u1]:,1,-13.00521311,-13.00270846,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
2,3,394.7368421,394.7368421,TRUE,TRUE,0.847,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-16.67785299,-16.67785299,[],[]
2,4,3.722799134,3.722799134,FALSE,FALSE,0.76,[$Fire],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.3577727847350616,,[$u1]:,1,-13.66779226,-13.66540394,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
2,5,394.7368421,394.7368421,TRUE,TRUE,0.737,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-16.47758716,-16.47758716,[],[]
2,6,123.4749122,123.4749122,FALSE,FALSE,1.018,[$Code1Medical],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_1,[$u1] : 144.05406422796347,,[$u1]:,1,-21.79475725,-16.88313362,[dispatch($u1: $Ambulance);],[]
2,7,394.7368421,394.7368421,TRUE,TRUE,0.614,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,8,394.7368421,394.7368421,TRUE,TRUE,0.602,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,9,394.7368421,394.7368421,TRUE,TRUE,0.619,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,10,394.7368421,394.7368421,TRUE,TRUE,0.575,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,11,394.7368421,394.7368421,TRUE,TRUE,0.627,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,12,394.7368421,394.7368421,TRUE,TRUE,0.703,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,13,394.7368421,394.7368421,TRUE,TRUE,0.635,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,14,394.7368421,394.7368421,TRUE,TRUE,0.731,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,15,394.7368421,394.7368421,TRUE,TRUE,0.699,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,16,394.7368421,394.7368421,TRUE,TRUE,0.665,[$Code3Med],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,17,394.7368421,394.7368421,TRUE,TRUE,0.669,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,18,394.7368421,394.7368421,TRUE,TRUE,0.716,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,19,394.7368421,394.7368421,TRUE,TRUE,0.671,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,20,394.7368421,394.7368421,TRUE,TRUE,0.687,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,21,394.7368421,394.7368421,TRUE,TRUE,0.7,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,22,394.7368421,394.7368421,TRUE,TRUE,0.704,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,23,394.7368421,394.7368421,TRUE,TRUE,0.742,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,24,394.7368421,394.7368421,TRUE,TRUE,0.722,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,25,394.7368421,394.7368421,TRUE,TRUE,0.738,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,26,394.7368421,394.7368421,TRUE,TRUE,0.744,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,27,394.7368421,394.7368421,TRUE,TRUE,0.756,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,28,394.7368421,394.7368421,TRUE,TRUE,0.781,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,29,394.7368421,394.7368421,TRUE,TRUE,0.787,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,30,394.7368421,394.7368421,TRUE,TRUE,0.807,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,31,394.7368421,394.7368421,TRUE,TRUE,0.839,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,32,394.7368421,394.7368421,TRUE,TRUE,0.848,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,33,394.7368421,394.7368421,TRUE,TRUE,0.862,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,34,394.7368421,394.7368421,TRUE,TRUE,0.874,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,35,394.7368421,394.7368421,TRUE,TRUE,0.879,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,36,394.7368421,394.7368421,TRUE,TRUE,0.903,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,37,394.7368421,394.7368421,TRUE,TRUE,0.908,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,38,394.7368421,394.7368421,TRUE,TRUE,0.928,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,39,394.7368421,394.7368421,TRUE,TRUE,0.944,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,40,394.7368421,394.7368421,TRUE,TRUE,1.06,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,41,394.7368421,394.7368421,TRUE,TRUE,0.979,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,42,394.7368421,394.7368421,TRUE,TRUE,0.978,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,43,394.7368421,394.7368421,TRUE,TRUE,0.975,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,44,394.7368421,394.7368421,TRUE,TRUE,0.993,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-26.31578947,-26.31578947,[],[]
2,45,394.7368421,394.7368421,TRUE,TRUE,1.017,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-20.59651808,-20.59651808,[],[]
2,46,394.7368421,394.7368421,TRUE,TRUE,1.139,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-19.53647265,-19.53647265,[],[]
2,47,394.7368421,394.7368421,TRUE,TRUE,1.2,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-16.88509369,-16.88509369,[],[]
2,48,394.7368421,394.7368421,TRUE,TRUE,1.487,[$Fire],[ $Ambulance=1:],[],2,Region_1,[$u1] : 144.38005569382565,,[$u1]:,1,-16.26291647,-16.26291648,[],[]
2,49,3.119853905,3.119853905,FALSE,FALSE,1.303,[$Code1Medical],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.9759074730349582,,[$u1]:,1,-13.40866654,-13.40249022,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
2,50,394.7368421,394.7368421,TRUE,TRUE,1.279,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-15.81983525,-15.81983526,[],[]
2,51,394.7368421,394.7368421,TRUE,TRUE,1.546,[$Fire],[ $Ambulance=1:],[],2,Region_1,[$u1] : 146.00882618682988,,[$u1]:,1,-14.71066029,-14.71066027,[],[]
2,52,3.91431821,3.91431821,FALSE,FALSE,1.334,[$Code3Trauma],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.4790681999756075,,[$u1]:,1,-13.02898359,-13.0289836,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
2,53,394.7368421,394.7368421,TRUE,TRUE,1.295,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-17.12989346,-17.12989346,[],[]
2,54,3.651714334,3.651714334,FALSE,FALSE,1.381,[$Fire],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.312752411446752,,[$u1]:,1,-12.81054055,-12.80884025,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
2,55,394.7368421,394.7368421,TRUE,TRUE,1.338,[$Fire],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-16.26310614,-16.26310614,[],[]
2,56,3.015608901,3.015608901,FALSE,FALSE,1.429,[$Fire],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.9098856371265924,,[$u1]:,1,-13.25538124,-13.25042012,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
2,57,394.7368421,394.7368421,TRUE,TRUE,1.336,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-13.6689712,-13.6689712,[],[]
2,58,4.178308431,4.178308431,FALSE,FALSE,1.416,[$Code3Trauma],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.6462620064089037,,[$u1]:,1,-13.68579554,-13.6804327,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
2,59,394.7368421,394.7368421,TRUE,TRUE,1.407,[$Code3Med],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-16.66152994,-16.66152994,[],[]
2,60,3.992361363,3.992361363,FALSE,FALSE,1.445,[$Code3Trauma],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.5284955297853884,,[$u1]:,1,-12.82684103,-12.82180606,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
2,61,394.7368421,394.7368421,TRUE,TRUE,1.413,[$Code1Medical],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-16.26664984,-16.26664984,[],[]
2,62,394.7368421,394.7368421,TRUE,TRUE,1.707,[$Code3Med],[ $Ambulance=1:],[],2,Region_1,[$u1] : 145.04159222391954,,[$u1]:,1,-15.63061136,-15.63061136,[],[]
2,63,394.7368421,394.7368421,TRUE,TRUE,1.783,[$Fire],[ $Ambulance=1:],[],2,Region_1,[$u1] : 144.38992303490613,,[$u1]:,1,-15.1730558,-15.17284485,[],[]
2,64,394.7368421,394.7368421,TRUE,TRUE,1.794,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1,[$u1] : 144.68091398465535,,[$u1]:,1,-16.42927274,-16.42912102,[],[]
2,65,2.579246945,2.579246945,FALSE,FALSE,1.544,[$Code3Med],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 1.633523065419844,,[$u1]:,1,-13.65561054,-13.65259845,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
2,66,394.7368421,394.7368421,TRUE,TRUE,1.53,[$Fire],[ $Ambulance=1:],[],2,Region_1, : 1.0E7,,,0,-16.71599405,-16.71599405,[],[]
2,67,4.321708281,4.321708281,FALSE,FALSE,1.556,[$Code3Trauma],[ $Ambulance=1:],[dispatch($u1: $Ambulance);],2,Region_2,[$u1] : 2.7370819114848075,,[$u1]:,1,-11.31332408,-11.31067364,[dispatch($u1: $Ambulance);],[dispatch($u1: $Ambulance);]
2,68,394.7368421,394.7368421,TRUE,TRUE,1.478,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_2, : 1.0E7,,,0,-16.06775333,-16.06775333,[],[]
2,69,394.7368421,394.7368421,TRUE,TRUE,1.867,[$Code1Medical],[ $Ambulance=1:],[],2,Region_1,[$u1] : 144.6311642527142,,[$u1]:,1,-15.36827167,-15.36827166,[],[]
2,70,394.7368421,394.7368421,TRUE,TRUE,1.871,[$Code3Trauma],[ $Ambulance=1:],[],2,Region_1,[$u1] : 145.7182846886219,,[$u1]:,1,-17.13157976,-17.13157975,[],[]
2,71,394.7368421,394.7368421,TRUE,TRUE,1.804,[$Code3Med],[ $Ambulance=1:],[],2,Region_1,[$u1] : 144.46483132486546,,[$u1]:,1,-16.67460304,-16.67460303,[],[]
